StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,year,month
BIHAR,MUZAFFARPUR,MUSHAHARI,,HORTICULTURE,Vegetables,Brinjal,	Plant Protection	,Query about Fusarium Wilt In Brinjal ,"प्रिय कृषक बंधू बैंगन में उखड़ा रोग के नियंत्रण के लिए कार्बेन्डाजिम 50% डब्ल्यूपी 2 ग्राम प्रति लिटर पानी मिलाकर छिड़काव करें| 

प्रिय कृषक बंधू बैंगन में उखड़ा रोग के नियंत्रण के लिए कॉपर ऑक्सीकॉलोराइड 50% WP 2 ग्राम प्रति लिटर पानी मिलाकर छिड़काव करें| ",2025-01-13T14:59:32.88,2025,1
BIHAR,MUZAFFARPUR,MUSHAHARI,,HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),Cultural Practices,Query about Sowing time of Bhindi ,प्रिय कृषक बंधू भिंडी के बुआई का समय फरवरी से मार्च में कर सकते हैं| ,2025-01-13T15:01:54.827,2025,1
BIHAR,MUZAFFARPUR,MUSHAHARI,,HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),Cultural Practices,Query about Variety of okra ( Bhindi ),"भिंडी का उन्नत प्रभेद  :- प्रभनी क्रांति, अर्का अभय, अर्का अनामिका, वर्षा उपहार, के.इस. 312, पंजाब-7, ओक्रा-4, पंत भिंडी -1, काशी प्रगति, काशी विभूति, काशी लीला, रश्मि, पंजाब पद्मिनी, सेलेक्शन-10 

भिंडी का हाइब्रिड प्रभेद :- भवानी, कृष्णा, इंद्रनील, काशी भैरव, काशी महिमा ",2025-01-13T15:03:32.967,2025,1
BIHAR,MUZAFFARPUR,MUSHAHARI,,HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),Cultural Practices,Query about Variety of okra ( Bhindi ),"भिंडी का उन्नत प्रभेद  :- प्रभनी क्रांति, अर्का अभय, अर्का अनामिका, वर्षा उपहार, के.इस. 312, पंजाब-7, ओक्रा-4, पंत भिंडी -1, काशी प्रगति, काशी विभूति, काशी लीला, रश्मि, पंजाब पद्मिनी, सेलेक्शन-10 

भिंडी का हाइब्रिड प्रभेद :- भवानी, कृष्णा, इंद्रनील, काशी भैरव, काशी महिमा ",2025-01-13T15:03:32.967,2025,1
BIHAR,MUZAFFARPUR,MINAPUR,,AGRICULTURE,Millets,Maize (Makka),	Water Management	,Farmer asked query on Weather,"महोदय,मौसम विभाग की पूर्वानुमान के अनुसार आपके जिला-मुजफ्फरपुर ,ब्लॉक-मीनापुर में 13 जनवरी से 17 जनवरी के बीच बारिश की संभावना नहीं है,आंशिक रूप से बदल नूमा मौसम बने रहने की संभावना है न्यूनतम तापमान 13 डिग्री सेल्सियस ,अधिकतम तापमान 22 डिग्री सेल्सियस और हवा की रफ्तार 7 किलोमीटर प्रति घंटे रहने की संभावना है मौसम के अनुसार मक्का की फसल में सिंचाई करें ",2025-01-13T17:01:48.967,2025,1
BIHAR,MUZAFFARPUR,MOTIPUR,,AGRICULTURE,Others,Others,Government Schemes,Farmer Asked About Physical Verification in Pm Kisan Samman Nidhi Yojana ,"प्रिय कृषक बंधू, प्रधानमंत्री किसान सम्मान निधि योजना मे भौतिक सत्यापन करवाना अनिवार्य है,और उसके लिए अपने ब्लॉक के किसान भवन में पंचायत कृषि समन्वयक / पंचायत किसान सलाहकार से संपर्क करें। ",2025-01-13T19:19:09.81,2025,1
BIHAR,MUZAFFARPUR,MINAPUR,,HORTICULTURE,Vegetables,Potato,"Water Management, Micro Irrigation",Farmer asked query on Weather,"किसान भाई, मौसम विभाग के पूर्वानुमान के अनुसार आपके जिला-मुज़्ज़फरपुर  ब्लॉक-मीनापुर मे, 14 जनवरी  से 18 जनवरी के बीच बूंदा बांदी से बारिश होने की संभावना नही है, आंशिक रूप से बादल छाए रहेंगे। आज का अपेक्षित अधिकतम तापमान 25 डिग्री सेल्सियस और न्यूनतम तापमान 15  डिग्री सेल्सिय और हवा की गति 6 किलोमीटर प्रति घंटा चलने की संभावना है |मौसम के अनुकूल आलू की सिंचाई करें | 
",2025-01-14T08:19:14.87,2025,1
BIHAR,MUZAFFARPUR,MOTIPUR,,AGRICULTURE,Others,Others,Government Schemes,Query related to helpline number of PM Kisan .,"प्रधानमंत्री किसान सम्मान निधि योजना का हेल्प लाईन नंबर : - 011-24300606, 011-23381092, 1800115526 / 155261 पर संपर्क करे |10 बजे से 6 बजे तक (सोमवार से शुक्रवार तक)",2025-01-14T11:37:09.177,2025,1
BIHAR,MUZAFFARPUR,PAROO,,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED ABOUT TO PM KISAN SAMMAN NIDHI YOJANA  ?, पीएम किसान योजना की 19वीं किस्त फरवरी (2025) के पहले हफ्ते में आने की उम्मीद है,2025-01-14T14:06:33.257,2025,1
BIHAR,MUZAFFARPUR,MINAPUR,,HORTICULTURE,Vegetables,Potato,Cultural Practices,Farmer asked query on Weather,"महोदय,मौसम विभाग की पूर्वानुमान के अनुसार आपके जिला-मुजफ्फरपुर ,ब्लॉक-मीनापुर में 14 जनवरी से 18 जनवरी के बीच बारिश की संभावना नहीं है,आंशिक रूप से बदल नूमा मौसम बने रहने की संभावना है न्यूनतम तापमान 12 डिग्री सेल्सियस ,अधिकतम तापमान 22 डिग्री सेल्सियस और हवा की रफ्तार 7 किलोमीटर प्रति घंटे रहने की संभावना है मौसम के अनुसार आलू की फसल में दवा का छिड़काव करें",2025-01-14T16:03:48.24,2025,1
BIHAR,MUZAFFARPUR,SAKRA,,AGRICULTURE,Cereals,Wheat,	Water Management	,Farmer asked query on Weather,"महोदय मौसम विभाग के पूर्वानुमान के अनुसार आपके जिला -मुज़्ज़फरपुर , ब्लॉक- सकरा में,अगले 5 दिन तक बारिश होने की संभावना नहींहै आंशिक रूप से बादल छाए रहेंगे | आज का न्यूनतम तापमान 14 डिग्री सेल्सियस और अधिकतम तापमान 24 डिग्री सेल्सियस एवं हवा की गति 6 किलोमीटर प्रति घंटे से रहने के संभावना है | मौसम के अनुसार गेहूं में सिंचाई कर सकते है !
",2025-01-14T19:03:44.593,2025,1
BIHAR,MUZAFFARPUR,MINAPUR,,HORTICULTURE,Vegetables,Potato,	Plant Protection	,Farmer asked query on Weather,"महोदय मौसम विभाग के पूर्वानुमान के अनुसार आपके जिला -मुजफ्फरपुर, ब्लॉक-मीनापुर में, अगले 5 दिनों में बारिश होने की कोई भी संभावना नहीं है, आंशिक रूप से बादल छाए रहेंगे | आज का न्यूनतम तापमान 11 डिग्री सेल्सियस और अधिकतम तापमान 22 डिग्री सेल्सियस एवं हवा की गति5 किलोमीटर प्रति घंटे से रहने के संभावना है | मौसम के अनुसार दवा का छिड़काव करें !",2025-01-15T08:25:22.427,2025,1
BIHAR,MUZAFFARPUR,PAROO,,AGRICULTURE,Cereals,Wheat,	Water Management	,Farmer asked query on Weather,"महोदय मौसम विभाग के पूर्वानुमान के अनुसार आपके जिला - मुजफ्फरपुर ब्लॉक - मोतीपुर   मे , 15 जनवरी से 19 जनवरी मे आपके क्षेत्र में वर्षा होने की संभावना नहीं है, और आंशिक रूप से बादल छाए रहेंगे। आज का अपेक्षित अधिकतम तापमान (23 डिग्री सेल्सियस और न्यूनतम तापमान 12 डिग्री सेल्सियस और हवा की गति 3 किलोमीटर प्रति घंटा) चलने की संभावना है। मौसम के अनुसार फसल की सिंचाई करें|",2025-01-15T08:50:32.34,2025,1
BIHAR,MUZAFFARPUR,PAROO,,AGRICULTURE,Oilseeds,Toria,	Water Management	,Query about Water management in Mustard ,प्रिय कृषक बंधू सरसों की फसल में सिंचित अवस्था में दो सिंचाई करें पहली सिंचाई फूल आने से पूर्व तथा दूसरी सिंचाई फलियां के लगने के समय करें| ,2025-01-15T08:53:15.18,2025,1
BIHAR,MUZAFFARPUR,KURHANI,,AGRICULTURE,Cereals,Wheat,	Water Management	,Farmer asked query on Weather,किसान भाई आप के क्षेत्र में अगले 5 दिन तक  बारिश होने की सम्भावन नहीं   है| आज का अधिकतम तापमान (22 डिग्री सेल्सियस और न्यूनतम तापमान 11 डिग्री सेल्सियस और हवा की गति 4 किलोमीटर प्रति घंटे  से पछिया  हवा ) चलने की संभावना है| किसान भाई आप मौसम को देखते हुए कृषि कार्य कर सकते हैं| ,2025-01-15T12:25:35.587,2025,1
BIHAR,MUZAFFARPUR,MINAPUR,,HORTICULTURE,Vegetables,Potato,"Water Management, Micro Irrigation",Farmer asked query on Weather,"महोदय मौसम विभाग के पूर्वानुमान के अनुसार आपके जिला - मुजफ्फरपुर के कांटी   मे , 15 जनवरी से 19 जनवरी मे आपके क्षेत्र में वर्षा होने की संभावना नहीं है, और आंशिक रूप से बादल छाए रहेंगे। आज का अपेक्षित अधिकतम तापमान (25 डिग्री सेल्सियस और न्यूनतम तापमान 12 डिग्री सेल्सियस और हवा की गति 2 किलोमीटर प्रति घंटा) चलने की संभावना है। मौसम के अनुसार फसल की सिंचाई करें|",2025-01-15T12:47:28.49,2025,1
BIHAR,MUZAFFARPUR,AURAI,,HORTICULTURE,Fruits,Litchi,	Plant Protection	,query about protection of aphids and fungal disease in ,"किसान भाई आम के पेड़ में Acetamiprid 20% SP 1 ग्राम मात्रा प्रति 3 लीटर पानी में मिलकर स्प्रे करे 
Carbendazim 12% + Mancozeb 63% WP की 2 ग्राम मात्रा प्रति लीटर पानी की दर से स्प्रे करे | ",2025-01-15T16:16:22.913,2025,1
BIHAR,MUZAFFARPUR,SARAIYA,,AGRICULTURE,Others,Others,Government Schemes,"Query related to installment issue in PM Kisan.

","--प्रधानमंत्री किसान सम्मान निधि योजना का हेल्प लाईन नंबर :- 011-24300606 / 155261 पर संपर्क करे | 10 बजे से 6 बजे तक (सोमवार से शुक्रवार तक)
",2025-01-15T17:01:02.38,2025,1
BIHAR,MUZAFFARPUR,MURAUL,,AGRICULTURE,Others,Others,Government Schemes,Query related to helpline number of PM Kisan .,"प्रधानमंत्री  किसान सम्मान निधि योजना के हेल्पलाइन नंबर पर संपर्क करें :- 011-24300606, 155261   ",2025-01-16T11:58:01.91,2025,1
BIHAR,MUZAFFARPUR,SAKRA,,HORTICULTURE,Vegetables,Potato,	Plant Protection	,Query related to wilting of potato plant,किसान भाई अब मेटलेक्सिल का छिड़काव 2 ग्राम प्रति लीटर की दर से कर सकते हैं,2025-01-16T13:40:52.313,2025,1
BIHAR,MUZAFFARPUR,AURAI,,HORTICULTURE,Drug and Narcotics,Tobacco,"Water Management, Micro Irrigation",Farmer asked query on Weather,"किसान भाई  मौसम विभाग के पूर्वानुमान के अनुसारआपके जिला मुजफ्फरपुर ब्लाक औराई  में 16 जनवरी से 20 जनवरी  के बीच आपके क्षेत्र में  वर्षा होने की संभावना नहीं हैै, आंशिक रूप से बादल छाए रहेंगे । कल का अपेक्षित अधिकतम तापमान 19 डिग्री सेल्सियस और न्यूनतम तापमान 11 डिग्री सेल्सियस और हवा की गति 9 किलोमीटर  प्रति घंटा से  हवा  चलने की  संभावना है  |किसान भाई फसल में सिंचाई का कार्य कर सकते हैं | ",2025-01-16T14:25:20.477,2025,1
BIHAR,MUZAFFARPUR,MURAUL,,HORTICULTURE,Condiments and Spices,Garlic,	Plant Protection	,query about yellowing of leaves in garlic ,प्रिय कृषक बंधू  लहसुन में   मेंकोजेब का 2 ग्राम प्रति लिटर पानी और स्टिकर को मिलाकर छिड़काव करें | ,2025-01-17T06:40:29.737,2025,1
BIHAR,MUZAFFARPUR,MINAPUR,,AGRICULTURE,Cereals,Wheat,	Water Management	,Farmer asked query on Weather,"महोदय मौसम विभाग के पूर्वानुमान के अनुसार आपके जिला- मुजफ्फरपुर ब्लॉक- कांटी मे 17 जनवरी से 21 जनवरी के बीच बारिश की संभावना नहीं  है, आंशिक रूप से बादल छाए रहेंगे। आज का न्यूनतम तापमान 11°C और अधिकतम तापमान 22°C एवं हवा की गति 7-11 किलोमीटर प्रति घंटा रहने की संभावना है। मौसम के अनुसार गेहूं की सिंचाई करें I",2025-01-17T09:36:32.187,2025,1
BIHAR,MUZAFFARPUR,MINAPUR,,AGRICULTURE,Others,Others,Government Schemes,Query About PM Kisan Samman Nidhi Yojana,प्रिय कृषक बंधु स्टेटस की जानकारी प्राप्त करने के लिए आप इस लिंक https://pmkisan.gov.in/BeneficiaryStatus_New.aspx पर क्लिक करें |,2025-01-17T15:22:15.03,2025,1
BIHAR,MUZAFFARPUR,BOCHAHAN,,AGRICULTURE,Millets,Maize (Makka),Weed Management,"Farmer asked about post emergence herbicide application in Maize 
","प्रिय कृषक बंधू मक्का में आप नीकौनी द्वारा खरपतवार का नियंत्रण करें | आप अभी कोई भी खरपतवारनाशी का प्रयोग नहीं करेंगे।
",2025-01-17T18:48:31.46,2025,1
BIHAR,MUZAFFARPUR,MOTIPUR,,AGRICULTURE,Oilseeds,Mustard,	Plant Protection	,Query about spray medicine on mustard during flowering stage,किसान भाई सरसों में फूल की अवस्था में कोई भी दवा का स्प्रे ना करें|,2025-01-17T18:51:54.903,2025,1
BIHAR,MUZAFFARPUR,SAHEBGANJ,,AGRICULTURE,Others,Others,Government Schemes,Query related to next installment in PM Kisan.,"किसान भाई प्रधानमंत्री किसान सम्मान निधि योजना की 19वीं किस्त फरवरी महीने में आने की संभावना है अभी कोई तिथि निर्धारित नहीं की गई है , कृपया प्रतीक्षा करें |
",2025-01-18T07:48:15.863,2025,1
BIHAR,MUZAFFARPUR,MUSHAHARI,,AGRICULTURE,Others,Others,Government Schemes,Query related to next installment in PM Kisan.,"प्रिय कृषक बंधु प्रधानमंत्री किसान सम्मान निधि योजना की 19 वीं किस्त फरवरी माह में आने की संभावना है, प्रतीक्षा करें |",2025-01-18T10:48:46.057,2025,1
BIHAR,MUZAFFARPUR,SARAIYA,,AGRICULTURE,Others,Others,Government Schemes,Query related to Pradhan Mantri Kisan Samman Nidhi Yojana Status Check   ,"किसान भाई प्रधानमंत्री किसान सम्मान निधि योजना की आवेदन की स्थिति-उप-जिला/ब्लॉक द्वारा अस्वीकृत किया गया है आप ब्लॉक में कृषि समन्वयक या कृषि पदाधिकारी से संपर्क करें
",2025-01-18T19:57:18.583,2025,1
BIHAR,MUZAFFARPUR,MOTIPUR,,AGRICULTURE,Millets,Maize (Makka),Varieties,Query related to Variety of Maize ,"किसान भाई गरमा मक्का की बुवाई के लिए प्रभेद शक्तिमान -1, 2, गंगा-11, देवकी और सुआन की मक्का की बुवाई की जानी चाहिए। बीज दर 20 किलोग्राम / हेक्टेयर है | ",2025-01-19T09:39:24.02,2025,1
BIHAR,MUZAFFARPUR,AURAI,,AGRICULTURE,Others,Others,Government Schemes,"Query related to the next instalment in PM Kisan.
","किसान भाई प्रधानमंत्री किसान सम्मान निधि योजना की 19वी क़िस्त की राशि फरवरी या मार्च 2025 में जारी की जाने की संभावना है, अभी तिथि निर्धारित नहीं की गई है, प्रतिच्छा करें |  
",2025-01-19T09:42:09.173,2025,1
BIHAR,MUZAFFARPUR,BANDRA,,AGRICULTURE,Oilseeds,Mustard,Nutrient Management,Query related to Nutrient management in Wheat ,किसान भाई सरसों की फसल में NPK 00:52:34 की 5 ग्राम मात्रा प्रति लीटर पानी की दर से स्प्रे करे  |,2025-01-19T14:52:37.473,2025,1
BIHAR,MUZAFFARPUR,AURAI,,AGRICULTURE,Cereals,Wheat,Weed Management,"Query about HEERA-44 (2,4-D Ethyl Ester 38% EC)

","किसान भाई गेहूं में गेहूं की फसल में HEERA-44 (2,4-D Ethyl Ester 38% EC) बुवाई/रोपण के 30-35 दिनों के बीच प्रयोग किया जाना चाहिए।",2025-01-20T09:25:39.063,2025,1
BIHAR,MUZAFFARPUR,KANTI,,AGRICULTURE,Millets,Maize (Makka),	Plant Protection	,Query About Over Dose Of Weedicide Use In Maize,किसान भाई आप अपने मक्का की फसल में सिंचाई करके 28 से 30 किलोग्राम प्रति एकड़ यूरिया का प्रयोग करें |,2025-01-20T10:22:06.13,2025,1
BIHAR,MUZAFFARPUR,MINAPUR,,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,"महोदय,आपके जिले- मुजफ्फरपुर प्रखंड- कांटी में 20 जनवरी से 26 जनवरी के बीच बारिश होने की संभावना नही है,आंशिक रूप से बादल छाए रहेंगे। न्यूनतम तापमान 11°C और अधिकतम तापमान 21°C एवं हवा की गति 7 किलोमीटर प्रति घंटा रहने की संभावना है।मौसम के अनुसार आप गेहूँ की सिंचाई करें |
",2025-01-20T13:06:51.977,2025,1
BIHAR,MUZAFFARPUR,BOCHAHAN,,HORTICULTURE,Vegetables,Potato,	Plant Protection	,Prevention from late blight disease of potato related query ,प्रिय कृषक बंधू आलू में पिछात झुलसा से प्रबंधन के लिए संक्रमित फसल में प्रोपिनेब 70 प्रतिशत डब्ल्यूपी 2 ग्राम  प्रति लीटर पानी में मिलाकर स्प्रे करें |,2025-01-21T11:20:08.01,2025,1
BIHAR,MUZAFFARPUR,AURAI,,AGRICULTURE,Drug and Narcotics,Tobacco,Post Harvest Preservation,Farmer asked query on Weather,"महोदय जी मौसम विभाग के पूर्वानुमान के अनुसार आपके जिला मुजफ्फरपुर और ब्लॉक औराई में, 22 जनवरी से 26 जनवरी के बीच वर्षा होने की संभावना नहीं है, आंशिक रूप से बादल छाए रहेंगे । कल  का अपेक्षित अधिकतम तापमान 19°C और न्यूनतम तापमान 12°C है और हवा की गति 4- 7 किलोमीटर प्रति घंटा रहने की संभावना है | मौसम के अनुसार तंबाकू की कटाई कर सकते हैं",2025-01-21T14:36:57.34,2025,1
BIHAR,MUZAFFARPUR,KATRA,,AGRICULTURE,Others,Others,Government Schemes,Query related to Beneficiary status of PM Kisan.,किसान भाई से वसुधा से आप प्रधानमंत्री किसान सम्मन निधि योजना का बेनिफिशियरी स्टेटस जांच कर सकते हैं,2025-01-21T14:49:16.89,2025,1
BIHAR,MUZAFFARPUR,GAIGHAT,,AGRICULTURE,Others,Others,Government Schemes,"Query related to Installment of PM Kisan ..?
","किसान बंधू किसान सम्मान निधि योजना का क़िस्त यदि नहीं प्राप्त हो रहा है तो अपने डॉक्मेंट लेकर बसुधा केन्द्र पर चेक कराये या जिला कृषि पदाधिकारी जी से संपर्क करे |
",2025-01-22T09:28:11.15,2025,1
BIHAR,MUZAFFARPUR,BANDRA,,HORTICULTURE,Vegetables,Potato,	Plant Protection	,Query related to Yellowing in Potato ,किसान भाई आलू के फसल पर कार्बेन्डाजिम 12% + मैन्कोजेब 63% wp @ 2 ग्राम / लीटर पानी में मिलाकर छिड़काव करे,2025-01-22T16:48:12.023,2025,1
BIHAR,MUZAFFARPUR,BANDRA,,AGRICULTURE,Millets,Maize (Makka),	Plant Protection	,Query related to Fall army warm attack in maize ,मक्का में फॉल आर्मी वर्म के नियंत्रण के लिए (1) स्पाईनेटोरम 11.7% एस.सी. 1 मिलीलीटर प्रति 2 लीटर पानी में मिलाकर छिड़काव करें | (2) क्लोरेंट्रानिलिप्रोएल 18.5% एससी 2 मिलीलीटर प्रति 5 लीटर पानी में मिलाकर छिड़काव करें | (3) थियामेथोक्साम 12.6 डब्ल्यू.जी. + लैंबडा- सायलोथ्रिन 9.5 जेड. सी. 1 मिलीलीटर प्रति  4 लीटर पानी में मिलाकर छिड़काव करें | ,2025-01-22T16:49:18.277,2025,1
BIHAR,MUZAFFARPUR,AURAI,,HORTICULTURE,Drug and Narcotics,Tobacco,"Water Management, Micro Irrigation",Farmer asked query on Weather,"किसान भाई, मौसम विभाग के पूर्वानुमान के अनुसार आपके जिला- मुजफ्फरपुर ब्लॉक- औराई मे, 23 जनवरी को बारिश नहीं होने की संभावना है,आंशिक रूप से बादल छाए रहेंगे| कल का अपेक्षित अधिकतम तापमान 24 डिग्री सेल्सियस और न्यूनतम तापमान 11 डिग्री सेल्सियस और हवा की गति 03 किलोमीटर प्रति घंटा चलने की संभावना है| मौसम के अनुसर फसल में सिंचाई करें।
",2025-01-22T18:46:26.2,2025,1
BIHAR,MUZAFFARPUR,BOCHAHAN,,HORTICULTURE,Vegetables,Potato,Nutrient Management,Farmer asked query on Weather,"महोदय मौसम विभाग के पूर्वानुमान के अनुसार आपके जिला-मुजफ्फरपुर     ब्लॉक- बोचहाँ   मे  , 23 जनवरी से 29 जनवरी  के  बीच बारिश की संभावना नहीं  है, आंशिक रूप से बादल छाए रहेंगे। न्यूनतम तापमान  13°C और अधिकतम तापमान 22°C  एवं हवा की गति 01 - 02 किलोमीटर प्रति घंटा रहने की संभावना है मौसम के अनुसार आलू की फसल में उर्वरक का प्रयोग कर सकते हैं |",2025-01-23T07:04:15.48,2025,1
BIHAR,MUZAFFARPUR,KURHANI,,AGRICULTURE,Cereals,Wheat,Nutrient Management,Query about nutrient management in wheat ,"किसान भाई आप अपने गेहूं की फसल में NPK 00:52:34 की 5 ग्राम मात्रा प्रति लीटर पानी की दर से स्प्रे करे I
",2025-01-23T09:53:08.35,2025,1
BIHAR,MUZAFFARPUR,BOCHAHAN,,AGRICULTURE,Others,Others,Government Schemes,Query related to next installment in PM Kisan.,"प्रिय कृषक बंधु प्रधानमंत्री किसान सम्मान निधि योजना की 19 वीं किस्त फरवरी माह में आने की संभावना है, प्रतीक्षा करें |",2025-01-23T11:21:30.527,2025,1
BIHAR,MUZAFFARPUR,MINAPUR,,AGRICULTURE,Cereals,Wheat,	Water Management	,Farmer asked query on Weather,"महोदय मौसम विभाग के पूर्वानुमान के अनुसार आपके जिला- मुजफ्फरपुर  ब्लॉक-.मीनापुर मे 23 जनवरी  से 27 जनवरी  के  बीच बारिश की संभावना नहीं  है,  आज का न्यूनतम तापमान  12°C और अधिकतम तापमान 25°C  एवं हवा की गति 4  किलोमीटर प्रति घंटा रहने की संभावना है। मौसम के अनुसार सिंचाई करें  I",2025-01-23T12:43:33.44,2025,1
BIHAR,MUZAFFARPUR,GAIGHAT,,AGRICULTURE,Cereals,Wheat,	Water Management	,Farmer asked query on Weather,"महोदय,मौसम विभाग की पूर्वानुमान के अनुसार आपके जिला-मुजफ्फरपुर ,ब्लॉक-गायघाट में 23 जनवरी से 27 जनवरी के बीच बारिश की संभावना नहीं है,आंशिक रूप से बदल नूमा मौसम बने रहने की संभावना है न्यूनतम तापमान 15 डिग्री सेल्सियस ,अधिकतम तापमान 23 डिग्री सेल्सियस और हवा की रफ्तार 11 किलोमीटर प्रति घंटे रहने की संभावना है मौसम के अनुसार गेहूं की फसल में सिंचाई करें ",2025-01-23T14:12:49.467,2025,1
